id,idno,title,nation,authoring_entity,year_start,year_end,created,changed
1903,ARG_2014_EPH_v01_M_ILO,"Encuesta Permanente de Hogares Continua 2014",Argentina,"Instituto Nacional de Estadísticas",2014,2014,Mar-26-18,Mar-26-18
2131,ARG_2013_EAHU_v01_M_ILO_VAR,"Encuesta Anual de Hogares Urbanos 2013",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2013,2013,Mar-24-20,Mar-24-20
1902,ARG_2013_EPH_v01_M_ILO,"Encuesta Permanente de Hogares Continua 2013",Argentina,"Instituto Nacional de Estadísticas",2013,2013,Mar-26-18,Mar-26-18
2132,ARG_2012_EAHU_v01_M_ILO_VAR,"Encuesta Anual de Hogares Urbanos 2012",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2012,2012,Mar-24-20,Mar-24-20
1901,ARG_2012_EPH_v01_M_ILO,"Encuesta Permanente de Hogares Continua 2012",Argentina,"Instituto Nacional de Estadísticas",2012,2012,Mar-26-18,Mar-26-18
2133,ARG_2011_EAHU_v01_M_ILO_VAR,"Encuesta Anual de Hogares Urbanos 2011",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2011,2011,Mar-24-20,Mar-24-20
2136,ARG_2011_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2011",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2011,2011,Mar-24-20,Mar-24-20
1196,ARG_2010_CNPHV_v01_M_ILO,"Censo Nacional de Poblacion, Horages y Viviendas 2010",Argentina,"National Institute of Statistics and Censuses",2010,2010,Aug-12-16,Jun-12-17
2134,ARG_2010_EAHU_v01_M_ILO_VAR,"Encuesta Anual de Hogares Urbanos 2010",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2010,2010,Mar-24-20,Mar-24-20
2137,ARG_2010_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2010",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2010,2010,Mar-24-20,Mar-24-20
2138,ARG_2009_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2009",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2009,2009,Mar-24-20,Mar-24-20
2139,ARG_2008_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2008",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2008,2008,Mar-24-20,Mar-24-20
2140,ARG_2006_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2006",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2006,2006,Mar-24-20,Mar-24-20
1996,ARG_2005_EPH_v01_M_ILO,"Encuesta Permanente de Hogares Continua 2005",Argentina,"Instituto Nacional de Estadísticas",2005,2005,Jun-08-18,Jun-08-18
2141,ARG_2004_EPH_v01_M_ILO_VAR,"Encuesta Permanente de Hogares (Urban) 2004",Argentina,"Instituto Nacional de Estadistica y Censos (INDEC)",2004,2004,Mar-24-20,Mar-24-20
2730,ARM_2018_LFS_v01_M_ILO_VAR,"Household Labour Force Survey 2018",Armenia,"National Statistical Service (NSS)",2018,2018,May-21-20,May-21-20
2789,ARM_2017_LFS_v01_M_ILO_VAR,"Household Labour Force Survey 2017",Armenia,"National Statistical Service (NSS)",2017,2017,Jun-26-20,Jun-26-20
2142,ARM_2017_HILCS_v01_M_ILO_VAR,"Households' Integrated Living Conditions Survey 2017",Armenia,"National Statistical Service (NSS)",2017,2017,Mar-24-20,Mar-24-20
2152,ARM_2016_LFS_v01_M_ILO_VAR,"Household Labour Force Survey 2016",Armenia,"National Statistical Service (NSS)",2016,2016,Mar-24-20,Mar-24-20
2143,ARM_2016_HILCS_v01_M_ILO_VAR,"Households' Integrated Living Conditions Survey 2016",Armenia,"National Statistical Service (NSS)",2016,2016,Mar-24-20,Mar-24-20
2144,ARM_2015_HILCS_v01_M_ILO_VAR,"Households' Integrated Living Conditions Survey 2015",Armenia,"National Statistical Service (NSS)",2015,2015,Mar-24-20,Mar-24-20
1388,ARM_2015_LFS_v01_M_ILO,"Labour Force Survey 2015",Armenia,"National Statistical Service of the Republic of Armenia",2015,2015,Apr-07-17,Sep-24-18
3032,ARM_2015_NCLS_v01_M_ILO_VAR,"National Child Labour Survey 2015",Armenia,"National Statistical Service (NSS)",2015,2015,Sep-29-20,Sep-29-20
866,ARM_2014_ADM_v01_M_DIS_ILO,"Administrative Records 2014",Armenia,"National Statistical Service of the Republic of Armenia, Republic Ave, 3 Government House, Yerevan 0010, Republic of Armenia, Tel.: (374 11) 524 213, fax: (374 11) 521 921, e-mail: info@armstat.am",2014,2014,Sep-01-15,Jun-29-17
1904,ARM_2014_LFS_v01_M_ILO,"Labour Force Survey 2014",Armenia,"National Statistical Service of the Republic of Armenia",2014,2014,Mar-26-18,Mar-26-18
1174,ARM_2014_HILCS_v01_M_ILO,"Living Condition Survey 2014",Armenia,"National Statistical Service of the Republic of Armenia",2014,2014,Jul-29-16,Nov-09-16
2790,ARM_2014_SWTS_v01_M_ILO_VAR,"School-to-work transition survey 2014",Armenia,"National Statistical Service (NSS)",2014,2014,Jun-26-20,Jun-26-20
1175,ARM_2013_HILCS_v01_M_ILO,"Living Condition Survey 2013",Armenia,"National Statistical Service of the Republic of Armenia",2013,2013,Jul-29-16,Nov-16-16
1176,ARM_2012_HILCS_v01_M_ILO,"Living Condition Survey 2012",Armenia,"National Statistical Service of the Republic of Armenia",2012,2012,Jul-29-16,Nov-16-16
2791,ARM_2012_SWTS_v01_M_ILO_VAR,"School-to-work transition survey 2012",Armenia,"National Statistical Service (NSS)",2012,2012,Jun-26-20,Jun-26-20
1177,ARM_2011_HILCS_v01_M_ILO,"Living Condition Survey 2011",Armenia,"National Statistical Service of the Republic of Armenia",2011,2011,Jul-29-16,Nov-16-16
1178,ARM_2010_HILCS_v01_M_ILO,"Living Condition Survey 2010",Armenia,"National Statistical Service of the Republic of Armenia",2010,2010,Jul-29-16,Nov-16-16
1179,ARM_2009_HILCS_v01_M_ILO,"Living Condition Survey 2009",Armenia,"National Statistical Service of the Republic of Armenia",2009,2009,Jul-29-16,Nov-16-16
1181,ARM_2008_LFS_v01_M_DIS_ILO,"Labour Force Survey, 2008",Armenia,"National Statistical Service of the Republic of Armenia",2008,2008,Jul-29-16,May-17-17
1182,ARM_2008_HILCS_v01_M_ILO,"Living Condition Survey 2008",Armenia,"National Statistical Service of the Republic of Armenia",2008,2008,Jul-29-16,Nov-16-16
1184,ARM_2007_HILCS_v01_M_ILO,"Living Condition Survey 2007",Armenia,"National Statistical Service of the Republic of Armenia",2007,2007,Jul-29-16,Nov-16-16
1183,ARM_2007-2013_ISMPA_v01_M_ILO,"Migration of the RA Population Survey 2007-2013",Armenia,"National Statistical Service of the Republic of Armenia",2007,2010,Jul-29-16,May-17-17
1185,ARM_2006_HILCS_v01_M_ILO,"Living Condition Survey 2006",Armenia,"National Statistical Service of the Republic of Armenia",2006,2006,Jul-29-16,Nov-16-16
1186,ARM_2005_HILCS_v01_M_ILO,"Living Condition Survey 2005",Armenia,"National Statistical Service of the Republic of Armenia",2005,2005,Jul-29-16,Nov-16-16
1187,ARM_2004_HILCS_v01_M_ILO,"Living Condition Survey 2004",Armenia,"National Statistical Service of the Republic of Armenia",2004,2004,Jul-29-16,Nov-09-16
868,AUS_2012_SDAC_v01_M_DIS,"Survey of Disability - Ageing and Carers 2012",Australia,"Australian Bureau of Statistics Locked Bag 10, Belconnen Act 2616, Tel: 02 62627430, Fax: 0262528007,e-mail: ken.black@abs.gov.au",2012,2012,Sep-01-15,Jun-30-17
2731,AUT_2019_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2019",Austria,"Statistics Austria",2019,2019,May-21-20,May-21-20
2792,AUT_2018_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2018",Austria,"Statistics Austria",2018,2018,Jun-26-20,Jun-26-20
2793,AUT_2017_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2017",Austria,"Statistics Austria",2017,2017,Jun-26-20,Jun-26-20
2794,AUT_2016_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2016",Austria,"Statistics Austria",2016,2016,Jun-26-20,Jun-26-20
2795,AUT_2015_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2015",Austria,"Statistics Austria",2015,2015,Jun-26-20,Jun-26-20
2796,AUT_2014_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2014",Austria,"Statistics Austria",2014,2014,Jun-26-20,Jun-26-20
2797,AUT_2013_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2013",Austria,"Statistics Austria",2013,2013,Jun-26-20,Jun-26-20
2798,AUT_2012_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2012",Austria,"Statistics Austria",2012,2012,Jun-26-20,Jun-26-20
869,AUT_2011_LFS_v01_M_DIS,"Labour Force Survey 2011, Ad hoc Module",Austria,"STATISTICS AUSTRIA Guglgasse 13, A-1110 Vienna,
Tel: +43 (1) 71128-0, Fax: +43 (1) 715 68 28",2011,2011,Sep-01-15,Jun-30-17
2799,AUT_2010_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2010",Austria,"Statistics Austria",2010,2010,Jun-26-20,Jun-26-20
2800,AUT_2009_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2009",Austria,"Statistics Austria",2009,2009,Jun-26-20,Jun-26-20
2801,AUT_2008_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2008",Austria,"Statistics Austria",2008,2008,Jun-26-20,Jun-26-20
2802,AUT_2007_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2007",Austria,"Statistics Austria",2007,2007,Jun-26-20,Jun-26-20
2803,AUT_2006_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2006",Austria,"Statistics Austria",2006,2006,Jun-26-20,Jun-26-20
2804,AUT_2005_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2005",Austria,"Statistics Austria",2005,2005,Jun-26-20,Jun-26-20
2805,AUT_2004_LFS_v01_M_ILO_VAR,"Austrian Labour force survey 2004",Austria,"Statistics Austria",2004,2004,Jun-26-20,Jun-26-20
870,AZE_2011_LFS_v01_M_DIS,"Labour Force Survey 2011",Azerbaijan,"Labour Statistics Department of the State Statistical Committee of the Republic of Azerbaijan, AZ1136 Baku, Inshaatchilar avenue, Tel: (+99412) 538 86 68, Fax: (+99412) 538 24 42, e-mail: natella@azstat.org",2011,2011,Sep-01-15,Sep-01-15
3036,BGD_2019_MICS_v01_M_ILO_VAR,"Multiple Indicator Cluster Survey 2019",Bangladesh,"Bangladesh Bureau of Statistics (BBS)",2019,2019,Sep-29-20,Sep-29-20
2214,BGD_2017_LFS_v01_M_ILO_VAR,"Labour Force Survey 2017",Bangladesh,"Bangladesh Bureau of Statistics (BBS)",2017,2017,Mar-24-20,Mar-24-20
1545,BGD_2015_LFS_v01_M_ILO,"Labour Force Survey 2015",Bangladesh,"Bangladesh Bureau of Statistics",2015,2015,Jul-24-17,Jul-24-17
871,BGD_2014_ESPD_v01_M_DIS_ILO,"Employment Situation of People with Disabilities 2014",Bangladesh,"Bangladesh Bureau of Statistics",2014,2014,Sep-01-15,Jun-29-17
449,BGD_2013_LFS-CLS_v01_M_ILO,"Labour Force and Child Labour Survey 2013",Bangladesh,BBS,2013,2013,Jun-24-15,Aug-07-17
1045,BGD_2013_LFS_v01_M_ILO,"Labour Force Survey 2013",Bangladesh,"Bangladesh Bureau of Statistics",2013,2013,Feb-25-16,Nov-16-16
2808,BGD_2013_SWTS_v01_M_ILO_VAR,"School-to-work transition survey 2013",Bangladesh,"Bangladesh Bureau of Statistics (BBS)",2013,2013,Jun-26-20,Jun-26-20
872,BGD_2010_HIES_v01_M_DIS_ILO,"Household Income and Expenditure Survey 2010",Bangladesh,"Bangladesh Bureau of Statistics",2010,2010,Sep-01-15,Jun-12-17
1125,BGD_2010_LFS_v01_M_ILO,"Labour Force Survey 2010",Bangladesh,"Bangladesh Bureau of Statistics",2010,2010,Apr-29-16,Nov-16-16
2723,BGD_2006_LFS_v01_M_ILO_VAR,"Labour Force Survey 2005-2006",Bangladesh,"Bangladesh Bureau of Statistics (BBS)",2006,2006,Mar-24-20,Mar-24-20
1126,BGD_2005_LFS_v01_M,"Labour Force Survey 2005-2006",Bangladesh,"Bangladesh Bureau of Statistics (BBS)",2005,2006,May-04-16,May-04-16
3041,BRB_2016_SLC_v01_M_ILO_VAR,"Survey on Living Conditions 2016",Barbados,"Barbados Statistical Service",2016,2016,Sep-29-20,Sep-29-20
3040,BRB_2012_MICS_v01_M_ILO_VAR,"Multiple Indicator Cluster Survey 2012",Barbados,"Barbados Statistical Service",2012,2012,Sep-29-20,Sep-29-20
873,BLR_2014_USSR_v01_M_DIS,"Decentralized State Statistical Records 2014, Private Records",Belarus,"Republic of Belarus Ministry of Labour and Social Protection of the Republic of Belarus, Pobediteley avenue, 23/2, 220004, Minsk, Republic of Belarus, Tel: +375 29 306 38 84,
Fax : +375 29 306 38 84, e-mail: mlsp@mintrud.gov.by",2014,2014,Sep-01-15,Jun-30-17
3037,BLR_2012_MICS_v01_M_ILO_VAR,"Multiple Indicator Cluster Survey 2012",Belarus,"National Statistical Committee of the Republic of Belarus (Belstat)",2012,2012,Sep-29-20,Sep-29-20
874,BEL_2011_LFS_v01_M_DIS,"Labour Force Survey 2011, Ad hoc Module on the Employment of Persons with Disabilities",Belgium,"Institut National de Statistique (INS), Rue de Louvan 44, 1000 Bruxelles, Tel: 00 32 2548 67 04 / 66 15, Fax: 00 32 2548 68 71, e-mail: anja.termote@statbel.mineco.fgov.be",2011,2011,Sep-01-15,Jun-30-17
3003,BLZ_2017_LFS_v01_M_ILO_VAR,"Labour force survey 2017",Belize,"Statistical Institute of Belize (SIB)",2017,2017,Jul-21-20,Jul-21-20
2813,BLZ_2016_LFS_v01_M_ILO_VAR,"Labour force survey 2016",Belize,"Statistical Institute of Belize (SIB)",2016,2016,Jun-26-20,Jun-26-20
2814,BLZ_2015_LFS_v01_M_ILO_VAR,"Labour force survey 2015",Belize,"Statistical Institute of Belize (SIB)",2015,2015,Jun-26-20,Jun-26-20
2815,BLZ_2014_LFS_v01_M_ILO_VAR,"Labour force survey 2014",Belize,"Statistical Institute of Belize (SIB)",2014,2014,Jun-26-20,Jun-26-20
3038,BLZ_2013_CAS_v01_M_ILO_VAR,"Child Activity Survey 2013",Belize,"Statistical Institute of Belize (SIB)",2013,2013,Sep-29-20,Sep-29-20
2816,BLZ_2013_LFS_v01_M_ILO_VAR,"Labour force survey 2013",Belize,"Statistical Institute of Belize (SIB)",2013,2013,Jun-26-20,Jun-26-20
875,BLZ_2010_PHC_v01_M_DIS,"Population and Housing Census 2010",Belize,"Statistical Institute of Belize, 1902 Constitution Drive, 2nd floor, Belmopan, Tel.: 822-2207/822-2352, fax: 822-3206, e-mail: info@mail.sib.org.bz",2010,2010,Sep-01-15,Sep-01-15
3034,BEN_2018_DHSP_v01_M_ILO_VAR,"Demographic and Health Survey 2018",Benin,"Institut National de la Statistique et de l?Analyse Economique",2018,2018,Sep-29-20,Sep-29-20
2806,BEN_2014_SWTS_v01_M_ILO_VAR,"School-to-work transition survey 2014",Benin,"Institut National de la Statistique et de l?Analyse Economique",2014,2014,Jun-26-20,Jun-26-20
2807,BEN_2012_SWTS_v01_M_ILO_VAR,"School-to-work transition survey 2012",Benin,"Institut National de la Statistique et de l?Analyse Economique",2012,2012,Jun-26-20,Jun-26-20
454,BEN_2011_EMICOV_v01_M_ILO,"Enquête Modulaire Intégrée sur les Conditions de Vie des Ménages 2011,  module Emploi",Benin,"Institut National des Statistique et de l'Analyse Econmique",2011,2011,Jun-25-15,Mar-08-17
1249,BEN_2012_ETVA_v01_M_ILO,"Enquête sur la Transition vers la Vie Active 2012",Bénin,"Institut National de la Statistique et de l'Analyse Economique",2011,2012,Oct-05-16,Nov-14-16
453,BEN_2006_EMICOV_v01_M,"Enquête Modulaire Intégrée sur les Conditions de Vie des Ménages 2006",Benin,"Institut National des Statistique et de l'Analyse Econmique",2006,2007,Jun-25-15,Jun-12-17
876,BMU_2006_NHPS_v01_M_DIS_ILO,"A National Health Promotion Strategy 2006",Bermuda,"Government of Bermuda, Ministry of Health, Department of Health, Health Promotion Office P.O. Box HM 1195, Hamilton HM EX, Bermuda, Tel: 278-6500, fax: 296-3221, e-mail: healthpromotion@gov.bm",2006,2006,Sep-01-15,May-16-17
3042,BTN_2010_MICS_v01_M_ILO_VAR,"Multiple Indicator Cluster Survey 2010",Bhutan,"National Statistics Bureau",2010,2010,Sep-29-20,Sep-29-20
3039,BOL_2019_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2019",Bolivia,"Instituto Nacional de Estatistica (INE)",2019,2019,Sep-29-20,Sep-29-20
2817,BOL_2018_ECE_v01_M_ILO_VAR,"Encuesta Continua de Empleo 2018",Bolivia,"Instituto Nacional de Estatistica (INE)",2018,2018,Jun-26-20,Jun-26-20
2818,BOL_2018_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2018",Bolivia,"Instituto Nacional de Estatistica (INE)",2018,2018,Jun-26-20,Jun-26-20
2169,BOL_2017_ECE_v01_M_ILO_VAR,"Encuesta Continua de Empleo 2017",Bolivia,"Instituto Nacional de Estatistica (INE)",2017,2017,Mar-24-20,Mar-24-20
3006,BOL_2017_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2017",Bolivia,"Instituto Nacional de Estatistica (INE)",2017,2017,Jul-22-20,Jul-22-20
2170,BOL_2016_ECE_v01_M_ILO_VAR,"Encuesta Continua de Empleo 2016",Bolivia,"Instituto Nacional de Estatistica (INE)",2016,2016,Mar-24-20,Mar-24-20
2171,BOL_2015_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2015",Bolivia,"Instituto Nacional de Estatistica (INE)",2015,2015,Mar-24-20,Mar-24-20
2172,BOL_2014_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2014",Bolivia,"Instituto Nacional de Estatistica (INE)",2014,2014,Mar-24-20,Mar-24-20
2734,BOL_2008_ETI_v01_M_ILO_VAR,"Encuesta de Trabajo Infantil 2008",Bolivia,"Instituto Nacional de Estatistica (INE)",2008,2008,May-21-20,May-21-20
2173,BOL_2006_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2006",Bolivia,"Instituto Nacional de Estatistica (INE)",2006,2006,Mar-24-20,Mar-24-20
2174,BOL_2005_EH_v01_M_ILO_VAR,"Encuesta de Hogares 2005",Bolivia,"Instituto Nacional de Estatistica (INE)",2005,2005,Mar-24-20,Mar-24-20
1443,BOL_2015_EH_v01_M_ILO,"Encuesta de Hogares 2015","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2015,2016,May-04-17,Mar-13-18
1551,BOL_2013_EH_v01_M_ILO,"Encuesta de Hogares 2013","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2013,2013,Jul-25-17,Jul-25-17
1550,BOL_2012_EH_v01_M_ILO,"Encuesta de Hogares 2012","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2012,2012,Jul-25-17,Jul-25-17
1549,BOL_2011_EH_v01_M_ILO,"Encuesta de Hogares 2011","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2011,2011,Jul-25-17,Jul-25-17
1547,BOL_2009_EH_v01_M_ILO,"Encuesta de Hogares 2009","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2009,2009,Jul-24-17,Jul-24-17
1546,BOL_2008_EH_v01_M_ILO,"Encuesta de Hogares 2008","Bolivia, Plurinational State of","Instituto Nacional de Estadística",2008,2008,Jul-24-17,Jul-24-17
1200,BOL_2007_EH_v01_M_ILO,"Household Survey 2007","Bolivia, Plurinational State of","National Institute of Statistics, Ministry of Planning for development",2007,2007,Aug-22-16,Jul-24-17
1199,BOL_2006_EH_v01_M_ILO,"Household Survey 2006","Bolivia, Plurinational State of","National Institute of Statistics",2006,2006,Aug-19-16,Mar-20-19
1198,BOL_2005_EH_v01_M_ILO,"Household Survey 2005","Bolivia, Plurinational State of","National Institute of Statistics",2005,2005,Aug-19-16,Jul-24-17
1197,BOL_1999_EH_v01_M_ILO,"Household Survey 1999","Bolivia, Plurinational State of","National Institute of Statistics",1999,1999,Aug-15-16,Jul-24-17
2809,BIH_2019_LFS_v01_M_ILO_VAR,"Labour Force Survey 2019","Bosnia and Herzegovina","Agency for Statistics",2019,2019,Jun-26-20,Jun-26-20
2158,BIH_2018_LFS_v01_M_ILO_VAR,"Labour Force Survey 2018","Bosnia and Herzegovina","Agency for Statistics",2018,2018,Mar-24-20,Mar-24-20
2159,BIH_2017_LFS_v01_M_ILO_VAR,"Labour Force Survey 2017","Bosnia and Herzegovina","Agency for Statistics",2017,2017,Mar-24-20,Mar-24-20
2160,BIH_2016_LFS_v01_M_ILO_VAR,"Labour Force Survey 2016","Bosnia and Herzegovina","Agency for Statistics",2016,2016,Mar-24-20,Mar-24-20
2810,BIH_2015_LFS_v01_M_ILO_VAR,"Labour Force Survey 2015","Bosnia and Herzegovina","Agency for Statistics",2015,2015,Jun-26-20,Jun-26-20
2161,BIH_2014_LFS_v01_M_ILO_VAR,"Labour Force Survey 2014","Bosnia and Herzegovina","Agency for Statistics",2014,2014,Mar-24-20,Mar-24-20
